time_s,rr_bpm,confidence,rr_bpm_final
0.0,16.135593220338983,0.9275308107284375,
30.0,15.741935483870968,0.9301230780470567,15.706488062693639
60.0,15.241935483870968,0.9549594833304087,15.661290322580646
90.0,16.0,0.9482147253668779,15.792509568069983
120.0,16.135593220338983,0.9463876852389027,15.792509568069983
150.0,15.241935483870968,0.9527635353930691,15.74879372107545
180.0,15.868852459016393,0.9561613811787284,15.74879372107545
210.0,16.135593220338983,0.9590607093886816,16.046679633231452
240.0,16.135593220338983,0.9565594445771366,16.135593220338983
270.0,16.135593220338983,0.9694834917732778,16.30225988700565
300.0,16.635593220338983,0.9601153824177997,16.30225988700565
330.0,16.135593220338983,0.9534740727263302,16.30225988700565
360.0,16.135593220338983,0.9749566558900636,16.135593220338983
390.0,16.135593220338983,0.979080281524175,16.23074635741897
420.0,16.421052631578945,0.9728227006058623,16.277502640294482
450.0,16.275862068965516,0.977270674554227,16.49092558983666
480.0,16.775862068965516,0.9840959165652171,16.609195402298848
510.0,16.775862068965516,0.9814401143759605,16.56243911942334
540.0,16.135593220338983,0.9828224860700829,16.34901616988116
570.0,16.135593220338983,0.9803704440395737,16.182349503214493
600.0,16.275862068965516,0.9779146502883107,16.229105786090006
630.0,16.275862068965516,0.9790014562156947,16.18390804597701
660.0,16.0,0.9821261108079012,15.881571509327303
690.0,15.368852459016393,0.9854440399328526,15.789617486338798
720.0,16.0,0.9815710245890737,16.04823817599397
750.0,16.775862068965516,0.9827131016809701,16.350574712643677
780.0,16.275862068965516,0.9883703831290195,16.609195402298848
810.0,16.775862068965516,0.9891864997019603,16.442528735632184
840.0,16.275862068965516,0.9893171200855178,16.609195402298848
870.0,16.775862068965516,0.992678421245399,16.609195402298848
900.0,16.775862068965516,0.9967491076360129,16.775862068965516
930.0,16.775862068965516,0.9935025890454631,16.609195402298848
960.0,16.275862068965516,0.9889197958846151,16.775862068965516
990.0,17.275862068965516,0.9862881761567462,16.609195402298848
1020.0,16.275862068965516,0.97795828878736,16.824258923169992
1050.0,16.921052631578945,0.9829440039311296,16.539322444041137
1080.0,16.421052631578945,0.9936874942064813,16.804511278195488
1110.0,17.07142857142857,0.9958864900527437,16.804511278195488
1140.0,16.921052631578945,0.9948365929127378,16.709358141115498
1170.0,16.135593220338983,0.9942399145763929,16.444169306961147
1200.0,16.275862068965516,0.9962467961206931,16.444169306961147
1230.0,16.921052631578945,0.994187720414563,16.7059891107078
1260.0,16.921052631578945,0.9898457547075398,16.7059891107078
1290.0,16.275862068965516,0.9897349186724317,16.610835973627815
1320.0,16.635593220338983,0.9921190217835327,16.610835973627815
1350.0,16.921052631578945,0.995858765442325,16.876024807782166
1380.0,17.07142857142857,0.9947474844708901,16.75611442399101
1410.0,16.275862068965516,0.9918183942425607,16.80623973727422
1440.0,17.07142857142857,0.9935764186530873,16.85818778922227
1470.0,17.227272727272727,0.9962124746717398,17.123376623376622
1500.0,17.07142857142857,0.9968499526020707,17.123376623376622
1530.0,17.07142857142857,0.996194286572901,17.123376623376622
1560.0,17.227272727272727,0.9947632491885688,16.85818778922227
1590.0,16.275862068965516,0.992628886304103,14.024854455888937
1620.0,8.571428571428571,0.8576028959789134,11.191521122555605
1650.0,8.727272727272727,0.873007708192628,10.040954659375712
1680.0,,0.21318151995131818,12.824162679425838
1710.0,16.921052631578945,0.35428358120358655,14.339314194577353
1740.0,13.272727272727273,0.6696262617445029,15.231259968102073
1770.0,15.5,0.5883881399764573,14.969440164355419
1800.0,16.135593220338983,0.7602597757761708,15.923728813559322
1830.0,16.135593220338983,0.8310324724972304,16.397413024085637
1860.0,16.921052631578945,0.8543529604640424,16.610835973627815
1890.0,16.775862068965516,0.8530643373601623,16.610835973627815
1920.0,16.135593220338983,0.8572989426888337,14.622000247949984
1950.0,10.954545454545453,0.6380915495203058,12.869126684731592
1980.0,11.517241379310345,0.7338197598850775,10.373478494168149
2010.0,8.64864864864865,0.7338708344075869,10.37264343450956
2040.0,,0.21187781669869413,10.952040275569688
2070.0,,0.08613423734676656,13.255431902490727
2100.0,15.558823529411764,0.6137392811407694,14.566290272172628
2130.0,14.884615384615385,0.7722763896649264,15.739766994330887
2160.0,16.775862068965516,0.917274534861619,16.193843361719946
2190.0,16.921052631578945,0.9057153014964653,16.922781090657676
2220.0,17.07142857142857,0.918161754385891,16.804511278195488
2250.0,16.421052631578945,0.8796918048848493,16.804511278195488
2280.0,16.921052631578945,0.7835931357406107,16.966236345580935
2310.0,17.556603773584904,0.8413640142428029,17.569475211977693
2340.0,18.23076923076923,0.8059938181057922,18.233045903412165
2370.0,18.911764705882355,0.6842572104079343,18.071320836026718
2400.0,17.07142857142857,0.816462549965423,17.41968511542548
2430.0,16.275862068965516,0.8473675145209142,14.366588629306278
2460.0,9.752475247524753,0.8276464461236425,11.87611243883009
2490.0,9.6,0.7946191116660651,9.81991340159657
2520.0,,0.022063706506175774,10.107264957264958
2550.0,,0.010748025118163584,
2580.0,,0.006484831463168706,
2610.0,,0.006306035304248224,
2640.0,,0.012436215612238562,
2670.0,,0.007182393707203362,
2700.0,,0.06469414096672346,
2730.0,,0.08007670386586156,
2760.0,,0.042631498862242344,
2790.0,,0.04584714634951688,
2820.0,,0.04671252011411191,
2850.0,,0.10806038376017789,
2880.0,,0.15630277163721282,
2910.0,,0.17174784655837227,
2940.0,,0.17788412024652014,
2970.0,,0.14256618114579256,
3000.0,,0.1400098231492445,
3030.0,18.73076923076923,0.31242217946252504,
3060.0,17.227272727272727,0.7677464191658362,18.115643615643616
3090.0,18.38888888888889,0.9476089043656359,17.395863395863397
3120.0,16.57142857142857,0.9224215743843949,17.897028897028893
3150.0,18.73076923076923,0.931977745824358,15.576923076923075
3180.0,11.428571428571429,0.7830589206510151,13.60213316095669
3210.0,10.647058823529413,0.7789216791742923,10.930241976308595
3240.0,,0.2645740433314271,10.715095676824946
3270.0,10.783132530120483,0.6909806608016064,10.443853846759586
3300.0,9.833333333333332,0.6975366695379471,13.009410189778722
3330.0,18.411764705882355,0.7769250012069105,15.10550887021475
3360.0,17.07142857142857,0.8653431371024045,17.46621643007485
3390.0,,0.28920908824699915,16.915456012913637
3420.0,,0.07589856772884418,
3450.0,,0.09380367184093334,
3480.0,,0.047978119836130026,
3510.0,,0.06360551853504916,
3540.0,16.135593220338983,0.5907163755019961,
3570.0,8.275862068965518,0.853223425757267,14.100114726064461
3600.0,17.88888888888889,0.9586995713366575,14.517879948914432
3630.0,17.38888888888889,0.9541213550072638,18.06318082788671
3660.0,18.911764705882355,0.9681088893300352,18.737472766884533
3690.0,19.911764705882355,0.9852818119355022,19.018099547511312
3720.0,18.23076923076923,0.9881436000768786,18.343807608513487
3750.0,16.88888888888889,0.9757604787467575,18.010474275180158
3780.0,18.911764705882355,0.9851629560692049,18.532190654039393
3810.0,19.79591836734694,0.9753385702525835,19.26922769107643
3840.0,19.1,0.9770178634676235,18.254923608787777
3870.0,15.868852459016393,0.8602923247007536,18.0605394721544
3900.0,19.21276595744681,0.9079454669094756,18.59812812463667
3930.0,20.71276595744681,0.9680631012087727,19.907150094080183
3960.0,19.79591836734694,0.9961228919604048,19.74648451852099
3990.0,18.73076923076923,0.877085343258701,18.919152276295133
4020.0,18.23076923076923,0.861666407847758,18.687179487179485
4050.0,19.1,0.9596966752041878,19.042229199372056
4080.0,19.79591836734694,0.9717849728192128,19.869561441597913
4110.0,20.71276595744681,0.9464927004310216,20.24048342741352
4140.0,20.21276595744681,0.9219763793351392,20.008510638297867
4170.0,19.1,0.9182760372003109,18.84667956157318
4200.0,17.227272727272727,0.91343931216041,17.916108452950557
4230.0,17.421052631578945,0.9006110731365392,17.406584643426743
4260.0,17.57142857142857,0.8650375691367697,17.187969924812027
4290.0,16.57142857142857,0.8313933111318492,17.290043290043286
4320.0,17.727272727272727,0.8021221196211489,17.341991341991342
4350.0,17.727272727272727,0.7109145189756518,17.41013584117032
4380.0,16.775862068965516,0.3653703473099063,17.092998955067916
4410.0,,0.29842960724726386,16.775862068965516
4440.0,16.775862068965516,0.5432372980934175,16.562439119423335
4470.0,16.135593220338983,0.6814239087369188,16.610835973627815
4500.0,16.921052631578945,0.509593837420235,16.444169306961143
4530.0,16.275862068965516,0.501214245630152,16.657592256503325
4560.0,16.775862068965516,0.6276506855525199,16.44252873563218
4590.0,16.275862068965516,0.456030749512767,16.65759225650332
4620.0,16.921052631578945,0.6603039281799725,16.39897156684815
4650.0,16.0,0.793290692936161,16.39897156684815
4680.0,16.275862068965516,0.763280445239134,16.667711598746077
4710.0,17.727272727272727,0.7586953292982979,17.297341228375707
4740.0,17.88888888888889,0.8003624420354921,17.562530062530058
4770.0,17.07142857142857,0.8677382689750562,17.293790030632135
4800.0,16.921052631578945,0.942281738065723,17.02130325814536
4830.0,17.07142857142857,0.9260156472685158,16.971177944862152
4860.0,16.921052631578945,0.9400205323987922,17.07325131009341
4890.0,17.227272727272727,0.9264024667243925,17.29186602870813
4920.0,17.727272727272727,0.9095434308705668,17.39393939393939
4950.0,17.227272727272727,0.9249398805771948,17.67038307604345
4980.0,18.056603773584904,0.903483968498205,17.724255129915505
5010.0,17.88888888888889,0.9198370738935215,18.167365478686232
5040.0,18.556603773584904,0.9149064871536833,18.167365478686232
5070.0,18.056603773584904,0.9129932955137925,17.89487870619946
5100.0,17.07142857142857,0.9603186635595615,17.45176835742873
5130.0,17.227272727272727,0.9296282864970392,17.676490176490173
5160.0,18.73076923076923,0.9119647058499968,18.004881910542284
5190.0,18.056603773584904,0.9257878597900175,18.17154857720895
5220.0,17.727272727272727,0.6375434555620718,16.119941955982075
5250.0,12.575949367088608,0.7523090044444156,13.865779913806717
5280.0,11.294117647058824,0.7948437751508199,11.958620811921449
5310.0,,0.034653639443197506,12.005795421616922
5340.0,,0.04414986573022906,
5370.0,,0.08785048977989715,
5400.0,,0.13850627610893462,
5430.0,,0.15846604042425538,
5460.0,,0.28879194097213623,
5490.0,16.275862068965516,0.3042109520362777,
5520.0,,0.22340541220602753,14.148327521632439
5550.0,,0.29991478972911895,12.020792974299363
5580.0,9.893258426966291,0.387628867262,10.602436609410647
5610.0,9.893258426966291,0.3880207934216407,9.893258426966291
5640.0,9.893258426966291,0.3860791243093651,9.873283395755301
5670.0,9.833333333333332,0.3891915761558396,9.264606217018638
5700.0,8.067226890756302,0.42768295567790804,11.709277650454117
5730.0,17.227272727272727,0.7756048376754773,14.12197606315253
5760.0,17.07142857142857,0.8765533356669494,17.12337662337662
5790.0,17.07142857142857,0.8686588970183258,17.07142857142857
5820.0,17.07142857142857,0.8946016627667389,17.02130325814536
5850.0,16.921052631578945,0.803111563869893,16.971177944862152
5880.0,16.921052631578945,0.8154617027458825,16.971177944862152
5910.0,17.07142857142857,0.7491322417525733,17.02130325814536
5940.0,17.07142857142857,0.35492117618188485,17.238095238095234
5970.0,17.57142857142857,0.5374375666857051,17.238095238095234
6000.0,17.07142857142857,0.80512051993249,17.290043290043286
6030.0,17.227272727272727,0.8039656583024649,17.39586339586339
6060.0,17.88888888888889,0.601708412350913,17.614478114478114
6090.0,17.727272727272727,0.5936009195580083,17.562530062530058
6120.0,17.07142857142857,0.8171209906787841,17.23991797676008
6150.0,16.921052631578945,0.719527244424334,17.23991797676008
6180.0,17.727272727272727,0.7146697053886789,17.406584643426743
6210.0,17.57142857142857,0.8681294739455728,17.456709956709954
6240.0,17.07142857142857,0.8670560101072324,17.456709956709954
6270.0,17.727272727272727,0.6668046978323635,17.290043290043286
6300.0,17.07142857142857,0.4665177190955308,17.290043290043286
6330.0,17.07142857142857,0.5259407406559212,16.904761904761898
6360.0,16.57142857142857,0.4703586626439018,14.809791332263238
6390.0,10.786516853932584,0.9791755544330117,12.714820759764578
6420.0,10.786516853932584,0.9805704233247798,12.782965258943557
6450.0,16.775862068965516,0.8513570457154112,11.970068336618205
6480.0,8.347826086956522,0.7571158519640906,11.13318340829585
6510.0,8.275862068965518,0.7355257852293154,8.477009201821106
6540.0,8.807339449541285,0.390190504926253,9.08149728036248
6570.0,10.161290322580644,0.8646719767087812,9.727638495469213
6600.0,10.214285714285715,0.4139442981688055,10.216767103863875
6630.0,10.274725274725274,0.4527755396819229,9.564713064713063
6660.0,8.205128205128204,0.6697795081546112,11.366300366300363
6690.0,15.619047619047619,0.9916414148247928,12.94139194139194
6720.0,15.0,0.9921685231180758,15.539682539682538
6750.0,16.0,0.9944076286198329,16.023809523809522
6780.0,17.07142857142857,0.9897836690699227,16.766233766233764
6810.0,17.227272727272727,0.9853904942183324,17.39586339586339
6840.0,17.88888888888889,0.9845364561967762,17.179071415913516
6870.0,16.421052631578945,0.9837707332036594,17.02860119647778
6900.0,16.775862068965516,0.9886001039450533,16.610835973627815
6930.0,16.635593220338983,0.9857893333438339,16.515682836547825
6960.0,16.135593220338983,0.9846125327556544,16.564079690752298
6990.0,16.921052631578945,0.9880737525594442,16.610835973627815
7020.0,16.775862068965516,0.9822461859358949,16.52192238652028
7050.0,15.868852459016393,0.9827687370787106,16.26010258277363
7080.0,16.135593220338983,0.9809062040401394,16.046679633231452
7110.0,16.135593220338983,0.9813486594183867,16.302259887005647
7140.0,16.635593220338983,0.9840984649187517,16.257062146892654
7170.0,16.0,0.9844228358199022,16.47048509643483
7200.0,16.775862068965516,0.9845703129120336,16.565638233514818
7230.0,16.921052631578945,0.9854289520325693,16.61083597362781
7260.0,16.135593220338983,0.9860642073496737,16.35221528397264
7290.0,16.0,0.9821355181618395,16.090395480225986
7320.0,16.135593220338983,0.9796616091986023,16.303818429768164
7350.0,16.775862068965516,0.9794127143505055,16.303818429768164
7380.0,16.0,0.9831731198534688,16.25862068965517
7410.0,16.0,0.9804883318471787,16.045197740112993
7440.0,16.135593220338983,0.9864222299948994,
